frame_idx,sensor_rmse,sensor_mae,sensor_abs_rel,sensor_delta_125,da3_rmse,da3_mae,da3_abs_rel,da3_delta_125,v9_rmse,v9_mae,v9_abs_rel,v9_delta_125,fused_da3_rmse,fused_da3_mae,fused_da3_abs_rel,fused_da3_delta_125,fused_v9_rmse,fused_v9_mae,fused_v9_abs_rel,fused_v9_delta_125,sensor_valid_pct,dead_pct
95,0.0,0.0,0.0,100.0,0.962700605392456,0.5276901125907898,0.3158855140209198,47.02418243327904,2.0648443698883057,1.4720391035079956,2.6450560092926025,12.70517479012655,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.783854166666664,79.21614583333333
96,0.0,0.0,0.0,100.0,0.9771352410316467,0.5280836224555969,0.28596410155296326,59.58400797110475,2.0667154788970947,1.4739739894866943,2.5798532962799072,12.88454352970482,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.908854166666664,79.09114583333333
97,0.0,0.0,0.0,100.0,0.9689989686012268,0.5353901386260986,0.3120218515396118,56.85016814049072,2.056908369064331,1.4585998058319092,2.518437385559082,11.720014945821397,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.908854166666664,79.09114583333333
98,0.0,0.0,0.0,100.0,0.975585401058197,0.5372607707977295,0.3056386113166809,54.82434127979925,1.9346355199813843,1.382519006729126,2.3781936168670654,10.734002509410288,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.755208333333332,79.24479166666667
99,0.0,0.0,0.0,100.0,0.9836169481277466,0.5465240478515625,0.32074400782585144,53.547423450336076,2.000551462173462,1.4607950448989868,2.5102410316467285,9.167289021657954,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.921875,79.078125
100,0.0,0.0,0.0,100.0,0.9695179462432861,0.547041118144989,0.35069409012794495,47.53279200499688,2.010223150253296,1.4484878778457642,2.595959424972534,10.830730793254215,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.846354166666668,79.15364583333333
101,0.0,0.0,0.0,100.0,0.9818046689033508,0.5619127750396729,0.3709889352321625,36.52990917632321,1.8547481298446655,1.3956633806228638,2.4060187339782715,7.4412777951769495,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.787760416666668,79.21223958333333
102,0.0,0.0,0.0,100.0,0.9814251065254211,0.5665908455848694,0.3860827088356018,28.38032131024567,1.9860553741455078,1.489564061164856,2.6078717708587646,9.8330937050697,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.829427083333332,79.17057291666667
103,0.0,0.0,0.0,100.0,0.972473680973053,0.5653883218765259,0.3953968286514282,21.07443203213255,1.9316861629486084,1.468896508216858,2.5699071884155273,8.039412576879629,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.747395833333336,79.25260416666666
104,0.0,0.0,0.0,100.0,0.9741672873497009,0.5707734227180481,0.41619667410850525,16.877239298510275,1.7694499492645264,1.389827013015747,2.452230215072632,5.047457414042366,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.71484375,79.28515625
105,0.0,0.0,0.0,100.0,0.9669423699378967,0.5574172139167786,0.39504799246788025,26.067764998445757,1.7869741916656494,1.421057105064392,2.5210464000701904,2.8971091078644697,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.944010416666668,79.05598958333333
106,0.0,0.0,0.0,100.0,0.9848985075950623,0.5885262489318848,0.45694154500961304,19.122960009966363,1.821313500404358,1.4348740577697754,2.580688238143921,5.923757319048213,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.903645833333336,79.09635416666667
107,0.0,0.0,0.0,100.0,0.9860810041427612,0.5931149125099182,0.4724183678627014,20.57657204003273,1.7817987203598022,1.3575737476348877,2.4346117973327637,7.1190281362119965,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.686197916666664,79.31380208333333
108,0.0,0.0,0.0,100.0,0.9807690978050232,0.5921758413314819,0.4696449041366577,20.926254434870756,1.8228439092636108,1.4141944646835327,2.5410428047180176,6.626964014191586,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.552083333333336,79.44791666666666
109,0.0,0.0,0.0,100.0,1.0033190250396729,0.6188402771949768,0.5008442401885986,18.405218823231365,1.8813103437423706,1.4273953437805176,2.5719196796417236,6.707201216036481,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.55859375,79.44140625
110,0.0,0.0,0.0,100.0,0.9955575466156006,0.5978092551231384,0.4452487826347351,19.668306217681927,1.7812637090682983,1.368385910987854,2.4643137454986572,7.371673603228654,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.6484375,79.3515625
111,0.0,0.0,0.0,100.0,1.020787239074707,0.6238825917243958,0.456177681684494,17.428535448935904,1.8371543884277344,1.3491671085357666,2.4032480716705322,8.619821181211435,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.6796875,79.3203125
112,0.0,0.0,0.0,100.0,1.0187865495681763,0.6195724010467529,0.4474593997001648,16.28481012658228,1.8695756196975708,1.3793749809265137,2.569349527359009,9.727848101265822,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.572916666666664,79.42708333333334
113,0.0,0.0,0.0,100.0,1.030968427658081,0.6182789206504822,0.4186316430568695,17.211912505580003,1.8406414985656738,1.3492021560668945,2.518484354019165,12.052802754926343,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.41796875,79.58203125
114,0.0,0.0,0.0,100.0,1.029473900794983,0.6077898740768433,0.3621671497821808,45.84156522847492,1.8007937669754028,1.2195219993591309,2.2305665016174316,15.33363074373845,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.430989583333332,79.56901041666666
115,0.0,0.0,0.0,100.0,1.0301011800765991,0.612953782081604,0.3865375220775604,41.55588066916863,1.507051706314087,1.1465779542922974,2.2232940196990967,18.096813179823165,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.470052083333336,79.52994791666667
116,0.0,0.0,0.0,100.0,1.0289742946624756,0.6115407943725586,0.38775643706321716,41.549340638338535,1.70093834400177,1.2249749898910522,2.336299419403076,15.684525705548829,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.438802083333332,79.56119791666667
117,0.0,0.0,0.0,100.0,1.0069916248321533,0.5831313133239746,0.34339699149131775,53.46124426313106,1.7021838426589966,1.216564416885376,2.3231732845306396,16.796277409484954,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.427083333333336,79.57291666666667
118,0.0,0.0,0.0,100.0,1.008954405784607,0.587441623210907,0.36001262068748474,51.7908263884471,1.6909856796264648,1.218617558479309,2.35445237159729,16.826770150772948,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.467447916666668,79.53255208333333
119,0.0,0.0,0.0,100.0,0.9844931960105896,0.5513104200363159,0.29481950402259827,59.239199694150635,1.700325846672058,1.2208153009414673,2.3051791191101074,13.87791512680005,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.434895833333332,79.56510416666667
120,0.0,0.0,0.0,100.0,0.9971169829368591,0.565475344657898,0.30835896730422974,59.4632587859425,1.7006038427352905,1.21221923828125,2.3074216842651367,16.945686900958467,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.377604166666664,79.62239583333334
121,0.0,0.0,0.0,100.0,0.9890167713165283,0.5596805214881897,0.312156617641449,55.52184857677661,1.7186288833618164,1.246038794517517,2.3677585124969482,12.418511585877493,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.173177083333332,79.82682291666666
122,0.0,0.0,0.0,100.0,1.0041406154632568,0.5734537243843079,0.3204604387283325,52.49840255591054,1.559485912322998,1.1440227031707764,2.168994903564453,14.415335463258785,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.377604166666664,79.62239583333334
123,0.0,0.0,0.0,100.0,0.9966965913772583,0.5663275122642517,0.30919674038887024,59.32214290308059,1.5131611824035645,1.0721049308776855,2.0671377182006836,18.18766480159496,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.24609375,79.75390625
124,0.0,0.0,0.0,100.0,0.9975938200950623,0.5684053301811218,0.31328457593917847,57.261357008619015,1.5266391038894653,1.064313292503357,2.0815675258636475,18.203616097466142,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.092447916666668,79.90755208333333
125,0.0,0.0,0.0,100.0,0.998582124710083,0.567625880241394,0.29999592900276184,58.15804802278169,1.45829176902771,1.0755034685134888,2.079616069793701,18.070027829913922,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.118489583333332,79.88151041666667
126,0.0,0.0,0.0,100.0,0.9807674288749695,0.5630013346672058,0.3172812759876251,50.541775456919055,1.5252236127853394,1.079364538192749,2.1083872318267822,19.60182767624021,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.947916666666668,80.05208333333333
127,0.0,0.0,0.0,100.0,0.970674991607666,0.5582371354103088,0.3096740245819092,55.00325732899023,1.4042178392410278,1.0375081300735474,2.039374351501465,19.27687296416938,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.986979166666664,80.01302083333334
128,0.0,0.0,0.0,100.0,0.9483844041824341,0.5415276885032654,0.30164775252342224,56.42829230168034,1.5002833604812622,1.088424563407898,2.133873462677002,18.438192002084147,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.9921875,80.0078125
129,0.0,0.0,0.0,100.0,0.9587588906288147,0.5532047152519226,0.3040320575237274,56.78107725928783,1.4333726167678833,1.0037208795547485,1.8817675113677979,16.711659596349147,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.2578125,79.7421875
130,0.0,0.0,0.0,100.0,0.9453812837600708,0.5436606407165527,0.2998139560222626,55.73632900768287,1.389911413192749,0.9817830920219421,1.7526658773422241,15.010652721286075,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.16796875,79.83203125
131,0.0,0.0,0.0,100.0,0.9330369234085083,0.5354433059692383,0.29410824179649353,57.67260940032415,1.423967719078064,1.0112463235855103,1.724674105644226,13.12803889789303,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.084635416666664,79.91536458333334
132,0.0,0.0,0.0,100.0,0.9296885132789612,0.5306090116500854,0.2839857339859009,59.89522700814901,1.4262808561325073,1.0339514017105103,1.7475125789642334,12.249385590479886,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.1328125,79.8671875
133,0.0,0.0,0.0,100.0,0.9244040846824646,0.5292296409606934,0.2856770157814026,60.01168679392287,1.4456404447555542,1.011905312538147,1.6991695165634155,15.342163355408388,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.0546875,79.9453125
134,0.0,0.0,0.0,100.0,0.9063363671302795,0.5177354216575623,0.2821236848831177,60.251314271060394,1.5282810926437378,1.0757733583450317,1.8264716863632202,14.617258622900373,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.309895833333332,79.69010416666666
135,0.0,0.0,0.0,100.0,0.8884048461914062,0.5042940378189087,0.27869001030921936,59.08797313008656,1.453481912612915,1.021248459815979,1.6122081279754639,12.001033458209534,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.158854166666668,79.84114583333334
136,0.0,0.0,0.0,100.0,0.8767404556274414,0.5027600526809692,0.28687116503715515,55.305714837961474,1.574387550354004,1.0944797992706299,1.7621029615402222,11.648733973326461,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.209635416666664,79.79036458333333
137,0.0,0.0,0.0,100.0,0.9017309546470642,0.515551745891571,0.2956129312515259,54.074074074074076,1.6636806726455688,1.1749054193496704,1.921637773513794,9.699872286079183,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.390625,79.609375
138,0.0,0.0,0.0,100.0,0.8973869681358337,0.514087438583374,0.30187591910362244,52.75846673895018,1.7385821342468262,1.2586867809295654,2.1634132862091064,9.299062440206646,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.415364583333336,79.58463541666667
139,0.0,0.0,0.0,100.0,0.9014256596565247,0.5154362320899963,0.3120703101158142,50.567353407290014,1.7786518335342407,1.287765383720398,2.358933210372925,13.597464342313787,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.540364583333336,79.45963541666666
140,0.0,0.0,0.0,100.0,0.8740522861480713,0.5034012198448181,0.3173612356185913,48.87085613637793,1.8382015228271484,1.3164713382720947,2.4329943656921387,15.09089765364534,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.69921875,79.30078125
141,0.0,0.0,0.0,100.0,0.8486884236335754,0.4418282210826874,0.2683138847351074,55.90894094358298,1.7630696296691895,1.2925994396209717,2.471453905105591,15.658198614318708,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,19.733072916666668,80.26692708333333
142,0.0,0.0,0.0,100.0,0.777490496635437,0.43894171714782715,0.30495545268058777,48.868007819890266,1.8777250051498413,1.379942774772644,2.5694661140441895,16.86952134703916,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.647135416666668,79.35286458333334
143,0.0,0.0,0.0,100.0,0.749061644077301,0.42373695969581604,0.2972918748855591,49.968648106345626,1.844983696937561,1.3591536283493042,2.5393898487091064,14.998745924253825,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.765625,79.234375
144,0.0,0.0,0.0,100.0,0.7265296578407288,0.3977244794368744,0.2783275246620178,54.01372536674431,1.748071312904358,1.3231381177902222,2.5731589794158936,16.67191336649248,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.680989583333336,79.31901041666667
145,0.0,0.0,0.0,100.0,0.6525030136108398,0.3717181384563446,0.26622042059898376,56.97299348554804,2.0174856185913086,1.5524128675460815,2.9027817249298096,9.518689519954462,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.587239583333332,79.41276041666666
146,0.0,0.0,0.0,100.0,0.6748605370521545,0.38660264015197754,0.2657933235168457,60.09027647169456,1.8670012950897217,1.3779932260513306,2.5642600059509277,12.105824086264185,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.76953125,79.23046875
147,0.0,0.0,0.0,100.0,0.775691032409668,0.4533773362636566,0.28622180223464966,57.77696033351726,1.7076984643936157,1.2319457530975342,2.3382320404052734,24.603028630985225,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.23828125,78.76171875
148,0.0,0.0,0.0,100.0,0.7871718406677246,0.4663737416267395,0.2934056222438812,53.930210094180154,1.9005210399627686,1.3002277612686157,2.444715738296509,23.50277710697899,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.567708333333332,78.43229166666667
149,0.0,0.0,0.0,100.0,0.7848697900772095,0.46927526593208313,0.3058842718601227,46.15058195926285,1.7321981191635132,1.2334669828414917,2.365612030029297,22.66003879728419,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.479166666666664,78.52083333333333
150,0.0,0.0,0.0,100.0,0.8318929076194763,0.49514132738113403,0.31356990337371826,44.4148775325068,1.544257402420044,1.16768217086792,2.1668601036071777,12.494708194738434,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.529947916666668,78.47005208333333
151,0.0,0.0,0.0,100.0,0.8462214469909668,0.49317941069602966,0.3143332898616791,41.66666666666667,1.529537320137024,1.1571688652038574,2.128082752227783,12.160493827160494,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.09375,78.90625
152,0.0,0.0,0.0,100.0,0.8620536923408508,0.4974266290664673,0.3127228617668152,42.868684357715495,1.5287206172943115,1.1613683700561523,2.163201093673706,13.249642657386115,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.951822916666664,79.04817708333334
153,0.0,0.0,0.0,100.0,0.8982996940612793,0.5195440649986267,0.3145333528518677,44.978328173374614,1.3923540115356445,1.0059969425201416,1.7812901735305786,13.58513931888545,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.028645833333336,78.97135416666666
154,0.0,0.0,0.0,100.0,0.9174376726150513,0.5326377749443054,0.31031525135040283,48.78533706119913,1.7289127111434937,1.1527026891708374,2.1646482944488525,16.52065858962411,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.95703125,79.04296875
155,0.0,0.0,0.0,100.0,0.940805971622467,0.5436403751373291,0.3120591342449188,49.2416334049739,1.7448670864105225,1.1917368173599243,2.2650866508483887,17.88148603008904,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.204427083333332,78.79557291666667
156,0.0,0.0,0.0,100.0,0.9831795692443848,0.5790401697158813,0.33194905519485474,42.1455938697318,1.5258266925811768,1.0949482917785645,2.058605194091797,17.519466073414904,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.0703125,78.9296875
157,0.0,0.0,0.0,100.0,0.9945548176765442,0.5823958516120911,0.3268725275993347,43.900783612019495,1.7031368017196655,1.189078450202942,2.246194839477539,20.54050718825199,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.102864583333332,78.89713541666666
158,0.0,0.0,0.0,100.0,0.9959468841552734,0.5763338804244995,0.3166433870792389,47.870045003390665,2.0423574447631836,1.3761155605316162,2.5513288974761963,19.57955736391098,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.12109375,78.87890625
159,0.0,0.0,0.0,100.0,0.9900467395782471,0.5689418911933899,0.31064659357070923,49.452994622659006,2.1721601486206055,1.430242657661438,2.670927047729492,27.004141170653316,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.06640625,78.93359375
160,0.0,0.0,0.0,100.0,0.9879358410835266,0.5558252334594727,0.2932587265968323,55.61265556312303,2.0442397594451904,1.3731580972671509,2.485178232192993,20.803665407714693,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.029947916666668,78.97005208333333
161,0.0,0.0,0.0,100.0,1.0033928155899048,0.5662412643432617,0.3073215186595917,47.308329752624154,1.9783138036727905,1.3217684030532837,2.4681267738342285,31.5818550119698,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.212239583333332,78.78776041666666
162,0.0,0.0,0.0,100.0,1.0017621517181396,0.5614337921142578,0.30301880836486816,47.28171334431631,1.9145036935806274,1.3058148622512817,2.397796392440796,25.498810177558116,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.33984375,78.66015625
163,0.0,0.0,0.0,100.0,1.0312527418136597,0.581161379814148,0.3220779001712799,39.32694069504672,1.8187767267227173,1.2543365955352783,2.3313004970550537,29.328772979905942,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.319010416666668,78.68098958333334
164,0.0,0.0,0.0,100.0,1.046338438987732,0.5809268355369568,0.3120724558830261,44.233594515181196,1.9388824701309204,1.3497437238693237,2.582106351852417,31.05411361410382,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.270833333333332,78.72916666666666
165,0.0,0.0,0.0,100.0,1.0260108709335327,0.5663396120071411,0.3192388415336609,39.24576737363242,1.9602394104003906,1.3582649230957031,2.5563855171203613,29.08135199559929,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.303385416666668,78.69661458333333
166,0.0,0.0,0.0,100.0,1.015066146850586,0.5680395364761353,0.3459283709526062,32.52573824055237,1.9041928052902222,1.3514975309371948,2.5617547035217285,28.29048763947969,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.12109375,78.87890625
167,0.0,0.0,0.0,100.0,1.0326861143112183,0.5838531851768494,0.36335474252700806,30.693252669917896,1.8191806077957153,1.261163353919983,2.3794565200805664,30.625347243657014,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.092447916666668,78.90755208333333
168,0.0,0.0,0.0,100.0,1.0367441177368164,0.5906888842582703,0.36947736144065857,31.678705933197506,1.963031530380249,1.3422163724899292,2.543806552886963,29.215286781502748,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,21.08984375,78.91015625
169,0.0,0.0,0.0,100.0,1.0386929512023926,0.5932818055152893,0.38114434480667114,31.778425655976676,1.9270148277282715,1.3227758407592773,2.4603564739227295,26.226660877116803,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.990885416666664,79.00911458333333
170,0.0,0.0,0.0,100.0,0.9394935965538025,0.5418268442153931,0.3681143820285797,31.265367883487798,2.1088531017303467,1.4438459873199463,2.6505789756774902,19.406090410440704,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.65234375,79.34765625
171,0.0,0.0,0.0,100.0,0.7953826785087585,0.4672098159790039,0.3382132351398468,30.588907947398514,1.9305598735809326,1.3323709964752197,2.4806265830993652,23.575376405565084,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.49609375,79.50390625
172,0.0,0.0,0.0,100.0,0.6802686452865601,0.4066257178783417,0.3164282441139221,30.435890899821565,2.187269449234009,1.515218734741211,2.758599042892456,15.944430282946726,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.432291666666664,79.56770833333333
173,0.0,0.0,0.0,100.0,0.6281419396400452,0.3652888238430023,0.2978689670562744,33.23553798073856,1.9845327138900757,1.3697302341461182,2.4771387577056885,18.83410931819631,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.415364583333336,79.58463541666667
174,0.0,0.0,0.0,100.0,0.6044729351997375,0.3584570288658142,0.3011734187602997,32.6638276234666,1.7881971597671509,1.3098481893539429,2.388695001602173,15.985508167545923,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.485677083333336,79.51432291666667
175,0.0,0.0,0.0,100.0,0.5981786847114563,0.3558374047279358,0.30351316928863525,32.16845309824316,1.9897637367248535,1.4002622365951538,2.4788739681243896,14.181518361134012,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.529947916666664,79.47005208333333
176,0.0,0.0,0.0,100.0,0.60004061460495,0.362309068441391,0.30307528376579285,32.23213720650592,2.13110613822937,1.5349253416061401,2.6637518405914307,11.682804885766723,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.57421875,79.42578125
177,0.0,0.0,0.0,100.0,0.5943634510040283,0.36673590540885925,0.313250333070755,29.298757291402485,2.1474902629852295,1.5137265920639038,2.723078727722168,14.709611970580777,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.536458333333332,79.46354166666667
178,0.0,0.0,0.0,100.0,0.6115428805351257,0.3779832124710083,0.31646573543548584,26.646725641188823,2.3393125534057617,1.6652873754501343,2.925295829772949,11.40456946477439,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.459635416666664,79.54036458333333
179,0.0,0.0,0.0,100.0,0.6012639403343201,0.380164235830307,0.3245496153831482,24.116724192030123,2.1927404403686523,1.5460184812545776,2.766343116760254,12.758079698776278,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.748697916666668,79.25130208333333
180,0.0,0.0,0.0,100.0,0.6358668208122253,0.4051874577999115,0.33360710740089417,22.69668574303503,2.209897994995117,1.6493793725967407,2.925886869430542,10.219483051380417,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.704427083333332,79.29557291666667
181,0.0,0.0,0.0,100.0,0.6366406083106995,0.4068947434425354,0.3356545865535736,22.42397587333501,2.2806859016418457,1.6579372882843018,2.9919955730438232,10.970092988187986,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.723958333333332,79.27604166666666
182,0.0,0.0,0.0,100.0,0.6395832896232605,0.4085526168346405,0.3412507474422455,22.371831342057018,2.183798313140869,1.568892240524292,2.906924247741699,14.375118528351983,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.59765625,79.40234375
183,0.0,0.0,0.0,100.0,0.6298376321792603,0.4049871265888214,0.34393391013145447,22.540441870711902,2.191481113433838,1.6146732568740845,3.0208816528320312,11.795807893246051,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.686197916666664,79.31380208333333
184,0.0,0.0,0.0,100.0,0.6158146858215332,0.4004811942577362,0.35000085830688477,21.8095118584515,2.187126398086548,1.5763198137283325,2.9173736572265625,10.848287112561176,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.752604166666664,79.24739583333333
185,0.0,0.0,0.0,100.0,0.6318034529685974,0.40730878710746765,0.34766173362731934,22.806906982606503,2.13908052444458,1.5348317623138428,2.7674570083618164,9.276531383917318,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.661458333333332,79.33854166666666
186,0.0,0.0,0.0,100.0,0.6259996294975281,0.40810295939445496,0.3560445308685303,21.28901294087795,2.128572702407837,1.5207892656326294,2.72572922706604,9.87059122050241,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.526041666666668,79.47395833333334
187,0.0,0.0,0.0,100.0,0.6337708830833435,0.40885892510414124,0.3499789834022522,22.522924095771778,2.089312791824341,1.4724140167236328,2.622150421142578,11.468415690269996,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.447916666666664,79.55208333333333
188,0.0,0.0,0.0,100.0,0.6355492472648621,0.41343167424201965,0.35601183772087097,20.913872869003107,2.144080400466919,1.578987717628479,2.7578787803649902,7.674757589200837,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.545572916666664,79.45442708333333
189,0.0,0.0,0.0,100.0,0.6442696452140808,0.4172922968864441,0.3657391369342804,20.789238811679205,2.1358108520507812,1.5801132917404175,2.8011083602905273,8.134642356241233,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.424479166666668,79.57552083333333
190,0.0,0.0,0.0,100.0,0.6695975065231323,0.4243886172771454,0.3677602708339691,20.736360167874857,2.2267825603485107,1.6377030611038208,2.9036378860473633,6.613251939463309,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.4765625,79.5234375
191,0.0,0.0,0.0,100.0,0.6807413697242737,0.4158991277217865,0.3596835136413574,22.198731501057082,1.9004751443862915,1.3436548709869385,2.421736240386963,13.223140495867769,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.32421875,79.67578125
192,0.0,0.0,0.0,100.0,0.6556801795959473,0.3829449713230133,0.34216246008872986,26.301511432631443,2.0410611629486084,1.4475083351135254,2.626077890396118,13.040950781552771,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.158854166666668,79.84114583333334
193,0.0,0.0,0.0,100.0,0.652804970741272,0.3439190685749054,0.3302844762802124,39.56764476759284,2.112982749938965,1.5078396797180176,2.730269432067871,14.47675928330304,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.057291666666664,79.94270833333333
194,0.0,0.0,0.0,100.0,0.6265331506729126,0.31569284200668335,0.2961675226688385,43.91500321957501,1.9464129209518433,1.3941192626953125,2.5737948417663574,15.363811976819061,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.221354166666668,79.77864583333333
195,0.0,0.0,0.0,100.0,0.6113500595092773,0.2956044375896454,0.2851443588733673,45.83037729764592,2.1237635612487793,1.4917430877685547,2.7410144805908203,15.788455336988068,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.188802083333332,79.81119791666667
196,0.0,0.0,0.0,100.0,0.6135421991348267,0.29465803503990173,0.2854156494140625,46.49607066311619,1.9790287017822266,1.392130970954895,2.639085054397583,20.97811261934143,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.048177083333332,79.95182291666667
197,0.0,0.0,0.0,100.0,0.6125338077545166,0.2917645275592804,0.2842450439929962,47.010993299941454,1.8448833227157593,1.3020811080932617,2.5175411701202393,23.37865088141547,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,20.016927083333332,79.98307291666666
