frame,experiment,iou,lethal_iou,detection_rate,false_positive_rate,clearance_pred_m,clearance_gt_m,occupied_cells_pred,occupied_cells_gt,inflation_radius_m,timing_ms
00180,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,464,464,0.0900,14.04
00180,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,464,464,0.1800,53.01
00180,A2,0.410256,0.291529,1.000000,0.047862,0.150000,0.250000,1131,464,0.0900,76.34
00180,A3,0.410256,0.291529,1.000000,0.047862,0.150000,0.250000,1131,464,0.1800,115.93
00180,A4,0.242263,0.202420,0.694340,0.047862,0.150000,0.250000,941,464,0.1388,112.22
00180,A5,0.410256,0.291529,1.000000,0.047862,0.150000,0.250000,1131,464,0.1883,175.91
00180,A6,0.242263,0.202420,0.694340,0.047862,0.150000,0.250000,941,464,0.1950,161.92
00185,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,448,448,0.0900,17.04
00185,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,448,448,0.1790,54.13
00185,A2,0.370248,0.262425,1.000000,0.054616,0.150000,0.250000,1210,448,0.0900,79.79
00185,A3,0.370248,0.262425,1.000000,0.054616,0.150000,0.250000,1210,448,0.1790,115.39
00185,A4,0.231405,0.180915,0.689394,0.054616,0.150000,0.250000,1042,448,0.1800,110.35
00185,A5,0.370248,0.262425,1.000000,0.054616,0.150000,0.250000,1210,448,0.1872,174.66
00185,A6,0.231405,0.180915,0.689394,0.054616,0.150000,0.250000,1042,448,0.1931,157.76
00190,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,455,455,0.0900,14.79
00190,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,455,455,0.1787,70.87
00190,A2,0.411021,0.289730,1.000000,0.046755,0.150000,0.250000,1107,455,0.0900,78.38
00190,A3,0.411021,0.289730,1.000000,0.046755,0.150000,0.250000,1107,455,0.1787,173.27
00190,A4,0.289070,0.216216,0.746269,0.046755,0.150000,0.250000,972,455,0.1800,209.55
00190,A5,0.411021,0.289730,1.000000,0.046755,0.150000,0.250000,1107,455,0.1891,220.21
