frame,experiment,iou,lethal_iou,detection_rate,false_positive_rate,clearance_pred_m,clearance_gt_m,occupied_cells_pred,occupied_cells_gt,inflation_radius_m,timing_ms
000107,A3,0.757513,0.656250,1.000000,0.017119,0.522015,0.657647,965,731,0.1705,68.09
000107,A4,0.567876,0.502717,0.766046,0.017119,0.522015,0.657647,782,731,0.1717,51.59
000108,Baseline,1.000000,1.000000,1.000000,0.000000,0.651920,0.651920,693,693,0.0900,38.53
000108,A1,1.000000,1.000000,1.000000,0.000000,0.651920,0.651920,693,693,0.1700,88.14
000108,A2,0.684783,0.537990,1.000000,0.023273,0.550000,0.651920,1012,693,0.0900,70.15
000108,A3,0.684783,0.537990,1.000000,0.023273,0.550000,0.651920,1012,693,0.1700,106.51
000108,A4,0.532609,0.411765,0.765376,0.023273,0.550000,0.651920,858,693,0.1633,71.72
000109,Baseline,1.000000,1.000000,1.000000,0.000000,0.618466,0.618466,708,708,0.0900,27.79
000109,A1,1.000000,1.000000,1.000000,0.000000,0.618466,0.618466,708,708,0.1800,70.02
000109,A2,0.649541,0.538546,1.000000,0.027900,0.600000,0.618466,1090,708,0.0900,56.75
000109,A3,0.649541,0.538546,1.000000,0.027900,0.600000,0.618466,1090,708,0.1800,88.17
000109,A4,0.601835,0.486784,0.903885,0.027900,0.600000,0.618466,1038,708,0.1740,56.36
000110,Baseline,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,600,600,0.0900,21.95
000110,A1,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,600,600,0.1699,59.05
000110,A2,0.679502,0.583921,1.000000,0.020507,0.522015,0.538516,883,600,0.0900,51.62
000110,A3,0.679502,0.583921,1.000000,0.020507,0.522015,0.538516,883,600,0.1699,83.77
000110,A4,0.501699,0.399154,0.683575,0.020507,0.522015,0.538516,726,600,0.1594,70.15
000111,Baseline,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,574,574,0.0900,21.33
000111,A1,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,574,574,0.1682,52.71
000111,A2,0.705160,0.628183,1.000000,0.017359,0.492443,0.492443,814,574,0.0900,45.34
000111,A3,0.705160,0.628183,1.000000,0.017359,0.492443,0.492443,814,574,0.1682,79.63
000111,A4,0.412776,0.344652,0.548649,0.017359,0.492443,0.492443,576,574,0.1663,59.19
000112,Baseline,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,380,380,0.0900,24.87
000112,A1,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,380,380,0.1652,55.92
000112,A2,0.815451,0.708054,1.000000,0.006134,0.447214,0.538516,466,380,0.0900,51.67
000112,A3,0.815451,0.708054,1.000000,0.006134,0.447214,0.538516,466,380,0.1652,85.58
000112,A4,0.416309,0.335570,0.473934,0.006134,0.447214,0.538516,280,380,0.1677,57.93
000113,Baseline,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,277,277,0.0900,21.53
000113,A1,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,277,277,0.1585,64.13
000113,A2,0.839394,0.707921,1.000000,0.003753,0.335410,0.492443,330,277,0.0900,53.76
000113,A3,0.839394,0.707921,1.000000,0.003753,0.335410,0.492443,330,277,0.1585,93.14
000113,A4,0.424242,0.297030,0.419580,0.003753,0.335410,0.492443,193,277,0.1588,74.51
000114,Baseline,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,271,271,0.0900,22.85
000114,A1,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,271,271,0.1589,53.50
000114,A2,0.459322,0.389474,1.000000,0.022578,0.492443,0.538516,590,271,0.0900,49.54
000114,A3,0.459322,0.389474,1.000000,0.022578,0.492443,0.538516,590,271,0.1589,81.52
000114,A4,0.427119,0.342105,0.878378,0.022578,0.492443,0.538516,571,271,0.1561,60.50
000115,Baseline,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,398,398,0.0900,23.88
000115,A1,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,398,398,0.1611,65.57
000115,A2,0.530667,0.452514,1.000000,0.025139,0.364005,0.604152,750,398,0.0900,53.85
000115,A3,0.530667,0.452514,1.000000,0.025139,0.364005,0.604152,750,398,0.1611,91.02
000115,A4,0.509333,0.422719,0.934156,0.025139,0.364005,0.604152,734,398,0.1701,73.91
000116,Baseline,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,577,577,0.0900,23.38
000116,A1,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,577,577,0.1686,53.90
000116,A2,0.631982,0.559712,1.000000,0.024307,0.300000,0.300000,913,577,0.0900,45.90
000116,A3,0.631982,0.559712,1.000000,0.024307,0.300000,0.300000,913,577,0.1686,76.95
000116,A4,0.602410,0.525180,0.938303,0.024307,0.364005,0.300000,886,577,0.1752,52.47
000117,Baseline,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,480,480,0.0900,18.55
000117,A1,1.000000,1.000000,1.000000,0.000000,0.538516,0.538516,480,480,0.1640,49.77
000117,A2,0.697674,0.606426,1.000000,0.014943,0.430116,0.538516,688,480,0.0900,43.15
000117,A3,0.697674,0.606426,1.000000,0.014943,0.430116,0.538516,688,480,0.1640,72.74
000117,A4,0.470930,0.363454,0.599338,0.014943,0.430116,0.538516,532,480,0.1800,58.44
000118,Baseline,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,692,692,0.0900,18.74
000118,A1,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,692,692,0.1642,51.46
000118,A2,0.709744,0.573986,1.000000,0.020645,0.380789,0.492443,975,692,0.0900,44.30
000118,A3,0.709744,0.573986,1.000000,0.020645,0.380789,0.492443,975,692,0.1642,73.46
000118,A4,0.685128,0.535800,0.933472,0.020645,0.380789,0.492443,951,692,0.1672,61.18
000119,Baseline,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,735,735,0.0900,18.70
000119,A1,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,735,735,0.1551,46.53
000119,A2,0.633075,0.551255,1.000000,0.031175,0.412311,0.604152,1161,735,0.0900,43.91
000119,A3,0.633075,0.551255,1.000000,0.031175,0.412311,0.604152,1161,735,0.1551,73.10
000119,A4,0.605512,0.513598,0.931689,0.031175,0.412311,0.604152,1129,735,0.1623,59.55
000120,Baseline,1.000000,1.000000,1.000000,0.000000,0.460977,0.460977,904,904,0.0900,19.35
000120,A1,1.000000,1.000000,1.000000,0.000000,0.460977,0.460977,904,904,0.1421,44.77
000120,A2,0.672619,0.585876,1.000000,0.032602,0.447214,0.460977,1344,904,0.0900,43.14
000120,A3,0.672619,0.585876,1.000000,0.032602,0.447214,0.460977,1344,904,0.1421,69.86
000120,A4,0.659970,0.566696,0.967262,0.032602,0.447214,0.460977,1327,904,0.1490,55.83
000121,Baseline,1.000000,1.000000,1.000000,0.000000,0.650000,0.650000,1143,1143,0.0900,25.38
000121,A1,1.000000,1.000000,1.000000,0.000000,0.650000,0.650000,1143,1143,0.1419,65.39
000121,A2,0.746084,0.640696,1.000000,0.029343,0.364005,0.650000,1532,1143,0.0900,50.22
000121,A3,0.746084,0.640696,1.000000,0.029343,0.364005,0.650000,1532,1143,0.1419,87.16
000121,A4,0.719321,0.608169,0.949233,0.029343,0.364005,0.650000,1491,1143,0.1619,68.75
000122,Baseline,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,1202,1202,0.0900,19.82
000122,A1,1.000000,1.000000,1.000000,0.000000,0.604152,0.604152,1202,1202,0.1479,50.47
000122,A2,0.749377,0.663717,1.000000,0.030459,0.447214,0.604152,1604,1202,0.0900,47.94
000122,A3,0.749377,0.663717,1.000000,0.030459,0.447214,0.604152,1604,1202,0.1479,79.93
000122,A4,0.722569,0.634956,0.956667,0.030459,0.447214,0.604152,1561,1202,0.1607,62.00
000123,Baseline,1.000000,1.000000,1.000000,0.000000,0.680074,0.680074,1192,1192,0.0900,18.67
000123,A1,1.000000,1.000000,1.000000,0.000000,0.680074,0.680074,1192,1192,0.1800,48.33
000123,A2,0.721987,0.653220,1.000000,0.034752,0.380789,0.680074,1651,1192,0.0900,40.19
000123,A3,0.721987,0.653220,1.000000,0.034752,0.380789,0.680074,1651,1192,0.1800,68.85
000123,A4,0.697153,0.624204,0.955580,0.034752,0.380789,0.680074,1610,1192,0.1753,55.48
000124,Baseline,1.000000,1.000000,1.000000,0.000000,0.585235,0.585235,1143,1143,0.0900,20.43
000124,A1,1.000000,1.000000,1.000000,0.000000,0.585235,0.585235,1143,1143,0.1800,54.89
000124,A2,0.686486,0.619512,1.000000,0.039375,0.380789,0.585235,1665,1143,0.0900,46.35
000124,A3,0.686486,0.619512,1.000000,0.039375,0.380789,0.585235,1665,1143,0.1800,80.87
000124,A4,0.679880,0.602091,0.971879,0.039375,0.380789,0.585235,1654,1143,0.1800,61.64
000125,Baseline,1.000000,1.000000,1.000000,0.000000,0.474342,0.474342,1233,1233,0.0900,16.72
000125,A1,1.000000,1.000000,1.000000,0.000000,0.474342,0.474342,1233,1233,0.1800,43.76
000125,A2,0.692308,0.609787,1.000000,0.041619,0.316228,0.474342,1781,1233,0.0900,38.04
000125,A3,0.692308,0.609787,1.000000,0.041619,0.316228,0.474342,1781,1233,0.1800,62.85
000125,A4,0.684447,0.595985,0.977366,0.041619,0.316228,0.474342,1767,1233,0.1800,51.66
000126,Baseline,1.000000,1.000000,1.000000,0.000000,0.316228,0.316228,867,867,0.0900,21.09
000126,A1,1.000000,1.000000,1.000000,0.000000,0.316228,0.316228,867,867,0.1800,62.38
000126,A2,0.552229,0.508287,1.000000,0.051947,0.316228,0.316228,1570,867,0.0900,53.92
000126,A3,0.552229,0.508287,1.000000,0.051947,0.316228,0.316228,1570,867,0.1800,89.51
000126,A4,0.545860,0.497238,0.978261,0.051947,0.316228,0.316228,1560,867,0.1800,71.68
000127,Baseline,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,773,773,0.0900,18.93
000127,A1,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,773,773,0.1800,47.48
000127,A2,0.438209,0.353805,1.000000,0.072723,0.300000,0.300000,1764,773,0.0900,41.10
000127,A3,0.438209,0.353805,1.000000,0.072723,0.300000,0.300000,1764,773,0.1800,67.91
000127,A4,0.414399,0.319760,0.903774,0.072723,0.300000,0.300000,1722,773,0.1800,48.86
000128,Baseline,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,1145,1145,0.0900,31.33
000128,A1,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,1145,1145,0.1800,96.04
000128,A2,0.664153,0.568942,1.000000,0.043682,0.300000,0.300000,1724,1145,0.0900,70.73
000128,A3,0.664153,0.568942,1.000000,0.043682,0.300000,0.300000,1724,1145,0.1800,137.89
000128,A4,0.651392,0.558233,0.981176,0.043682,0.350000,0.300000,1702,1145,0.1595,135.85
000129,Baseline,1.000000,1.000000,1.000000,0.000000,0.412311,0.412311,1266,1266,0.0900,39.32
000129,A1,1.000000,1.000000,1.000000,0.000000,0.412311,0.412311,1266,1266,0.1527,103.39
000129,A2,0.713641,0.617970,1.000000,0.038678,0.412311,0.412311,1774,1266,0.0900,84.89
000129,A3,0.713641,0.617970,1.000000,0.038678,0.412311,0.412311,1774,1266,0.1527,152.48
000129,A4,0.707441,0.607628,0.983264,0.038678,0.450000,0.412311,1763,1266,0.1412,130.67
000130,Baseline,1.000000,1.000000,1.000000,0.000000,0.452769,0.452769,1069,1069,0.0900,25.92
000130,A1,1.000000,1.000000,1.000000,0.000000,0.452769,0.452769,1069,1069,0.1800,65.24
000130,A2,0.616138,0.560393,1.000000,0.049959,0.400000,0.452769,1735,1069,0.0900,56.38
000130,A3,0.616138,0.560393,1.000000,0.049959,0.400000,0.452769,1735,1069,0.1800,95.48
000130,A4,0.611527,0.549157,0.979950,0.049959,0.400000,0.452769,1727,1069,0.1657,67.15
000131,Baseline,1.000000,1.000000,1.000000,0.000000,0.412311,0.412311,830,830,0.0900,24.92
000131,A1,1.000000,1.000000,1.000000,0.000000,0.412311,0.412311,830,830,0.1800,62.19
000131,A2,0.581640,0.481419,1.000000,0.043994,0.412311,0.412311,1427,830,0.0900,53.08
000131,A3,0.581640,0.481419,1.000000,0.043994,0.412311,0.412311,1427,830,0.1800,88.45
000131,A4,0.507358,0.413007,0.857895,0.043994,0.538516,0.412311,1321,830,0.1550,66.98
000132,Baseline,1.000000,1.000000,1.000000,0.000000,0.427200,0.427200,824,824,0.0900,14.67
000132,A1,1.000000,1.000000,1.000000,0.000000,0.427200,0.427200,824,824,0.1253,41.89
000132,A2,0.473020,0.370007,1.000000,0.067619,0.427200,0.427200,1742,824,0.0900,34.17
000132,A3,0.473020,0.370007,1.000000,0.067619,0.427200,0.427200,1742,824,0.1253,60.88
000132,A4,0.388634,0.300589,0.812389,0.067619,0.474342,0.427200,1595,824,0.1529,59.39
000133,Baseline,1.000000,1.000000,1.000000,0.000000,0.353553,0.353553,837,837,0.0900,17.14
000133,A1,1.000000,1.000000,1.000000,0.000000,0.353553,0.353553,837,837,0.1568,43.88
000133,A2,0.515394,0.416553,1.000000,0.058026,0.353553,0.353553,1624,837,0.0900,38.37
000133,A3,0.515394,0.416553,1.000000,0.058026,0.353553,0.353553,1624,837,0.1568,66.69
000133,A4,0.477217,0.378933,0.909688,0.058026,0.502494,0.353553,1562,837,0.1506,54.09
000134,Baseline,1.000000,1.000000,1.000000,0.000000,0.452769,0.452769,1034,1034,0.0900,17.98
000134,A1,1.000000,1.000000,1.000000,0.000000,0.452769,0.452769,1034,1034,0.1530,52.64
000134,A2,0.535751,0.459476,1.000000,0.067036,0.452769,0.452769,1930,1034,0.0900,44.70
000134,A3,0.535751,0.459476,1.000000,0.067036,0.452769,0.452769,1930,1034,0.1530,79.43
000134,A4,0.524870,0.447557,0.974060,0.067036,0.600000,0.452769,1909,1034,0.1613,61.76
000135,Baseline,1.000000,1.000000,1.000000,0.000000,0.559017,0.559017,1216,1216,0.0900,14.53
000135,A1,1.000000,1.000000,1.000000,0.000000,0.559017,0.559017,1216,1216,0.1510,38.51
000135,A2,0.668499,0.589166,1.000000,0.045737,0.403113,0.559017,1819,1216,0.0900,34.06
000135,A3,0.668499,0.589166,1.000000,0.045737,0.403113,0.559017,1819,1216,0.1510,57.61
000135,A4,0.668499,0.586123,0.994835,0.045737,0.403113,0.559017,1819,1216,0.1704,45.30
000136,Baseline,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,1291,1291,0.0900,20.57
000136,A1,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,1291,1291,0.1580,47.30
000136,A2,0.804863,0.736413,1.000000,0.023877,0.474342,0.492443,1604,1291,0.0900,41.56
000136,A3,0.804863,0.736413,1.000000,0.023877,0.474342,0.492443,1604,1291,0.1580,67.31
000136,A4,0.801122,0.731658,0.993542,0.023877,0.474342,0.492443,1598,1291,0.0774,51.51
000137,Baseline,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,1386,1386,0.0900,19.53
000137,A1,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,1386,1386,0.0607,63.17
000137,A2,0.787948,0.726826,1.000000,0.028661,0.559017,0.670820,1759,1386,0.0900,42.66
000137,A3,0.787948,0.726826,1.000000,0.028661,0.559017,0.670820,1759,1386,0.0607,93.19
000137,A4,0.755543,0.692449,0.952703,0.028661,0.559017,0.670820,1702,1386,0.0852,77.68
000138,Baseline,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,1389,1389,0.0900,17.64
000138,A1,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,1389,1389,0.1047,43.37
000138,A2,0.812281,0.759461,1.000000,0.024671,0.447214,0.670820,1710,1389,0.0900,43.72
000138,A3,0.812281,0.759461,1.000000,0.024671,0.447214,0.670820,1710,1389,0.1047,71.27
000138,A4,0.764912,0.714561,0.940878,0.024671,0.447214,0.670820,1629,1389,0.1592,54.99
000139,Baseline,1.000000,1.000000,1.000000,0.000000,0.728011,0.728011,1300,1300,0.0900,20.82
000139,A1,1.000000,1.000000,1.000000,0.000000,0.728011,0.728011,1300,1300,0.1167,50.34
000139,A2,0.881356,0.821536,1.000000,0.013359,0.680074,0.728011,1475,1300,0.0900,48.88
000139,A3,0.881356,0.821536,1.000000,0.013359,0.680074,0.728011,1475,1300,0.1167,76.80
000139,A4,0.795254,0.746235,0.908341,0.013359,0.680074,0.728011,1348,1300,0.1093,67.61
000140,Baseline,1.000000,1.000000,1.000000,0.000000,0.813941,0.813941,1235,1235,0.0900,26.34
000140,A1,1.000000,1.000000,1.000000,0.000000,0.813941,0.813941,1235,1235,0.1642,67.32
000140,A2,0.931373,0.892555,1.000000,0.006912,0.806226,0.813941,1326,1235,0.0900,57.32
000140,A3,0.931373,0.892555,1.000000,0.006912,0.806226,0.813941,1326,1235,0.1642,97.74
000140,A4,0.836350,0.802876,0.899526,0.006912,0.806226,0.813941,1200,1235,0.1665,73.48
000141,Baseline,1.000000,1.000000,1.000000,0.000000,0.850000,0.850000,1045,1045,0.0900,27.60
000141,A1,1.000000,1.000000,1.000000,0.000000,0.850000,0.850000,1045,1045,0.1576,66.38
000141,A2,0.875209,0.849167,1.000000,0.011157,0.700000,0.850000,1194,1045,0.0900,59.08
000141,A3,0.875209,0.849167,1.000000,0.011157,0.700000,0.850000,1194,1045,0.1576,95.93
000141,A4,0.821608,0.799216,0.941176,0.011157,0.700000,0.850000,1130,1045,0.1574,71.87
000142,Baseline,1.000000,1.000000,1.000000,0.000000,0.696419,0.696419,761,761,0.0900,23.46
000142,A1,1.000000,1.000000,1.000000,0.000000,0.696419,0.696419,761,761,0.1389,57.22
000142,A2,0.894242,0.832378,1.000000,0.006599,0.559017,0.696419,851,761,0.0900,46.71
000142,A3,0.894242,0.832378,1.000000,0.006599,0.559017,0.696419,851,761,0.1389,76.73
000142,A4,0.750881,0.686246,0.824441,0.006599,0.559017,0.696419,729,761,0.1421,58.02
000143,Baseline,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,498,498,0.0900,28.63
000143,A1,1.000000,1.000000,1.000000,0.000000,0.670820,0.670820,498,498,0.1436,67.17
000143,A2,0.666667,0.617886,1.000000,0.017911,0.380789,0.670820,747,498,0.0900,60.50
000143,A3,0.666667,0.617886,1.000000,0.017911,0.380789,0.670820,747,498,0.1436,103.91
000143,A4,0.650602,0.601626,0.973684,0.017911,0.380789,0.670820,735,498,0.1452,71.86
000144,Baseline,1.000000,1.000000,1.000000,0.000000,0.873212,0.873212,432,432,0.0900,27.99
000144,A1,1.000000,1.000000,1.000000,0.000000,0.873212,0.873212,432,432,0.1800,61.08
000144,A2,0.668731,0.562613,1.000000,0.015321,0.863134,0.873212,646,432,0.0900,55.57
000144,A3,0.668731,0.562613,1.000000,0.015321,0.863134,0.873212,646,432,0.1800,88.67
000144,A4,0.667183,0.557169,0.990323,0.015321,0.863134,0.873212,645,432,0.1800,71.95
000145,Baseline,1.000000,1.000000,1.000000,0.000000,0.851469,0.851469,363,363,0.0900,25.06
000145,A1,1.000000,1.000000,1.000000,0.000000,0.851469,0.851469,363,363,0.1800,60.82
000145,A2,0.815730,0.687324,1.000000,0.005842,0.813941,0.851469,445,363,0.0900,52.42
000145,A3,0.815730,0.687324,1.000000,0.005842,0.813941,0.851469,445,363,0.1800,91.09
000145,A4,0.804494,0.670423,0.975410,0.005842,0.813941,0.851469,440,363,0.1800,62.95
000146,Baseline,1.000000,1.000000,1.000000,0.000000,0.761577,0.761577,402,402,0.0900,25.10
000146,A1,1.000000,1.000000,1.000000,0.000000,0.761577,0.761577,402,402,0.1800,59.71
000146,A2,0.828866,0.775956,1.000000,0.005929,0.335410,0.761577,485,402,0.0900,50.49
000146,A3,0.828866,0.775956,1.000000,0.005929,0.335410,0.761577,485,402,0.1800,86.44
000146,A4,0.509278,0.426230,0.549296,0.005929,0.335410,0.761577,330,402,0.1599,64.66
000147,Baseline,1.000000,1.000000,1.000000,0.000000,0.715891,0.715891,448,448,0.0900,22.71
000147,A1,1.000000,1.000000,1.000000,0.000000,0.715891,0.715891,448,448,0.1485,50.89
000147,A2,0.835821,0.749380,1.000000,0.006307,0.471699,0.715891,536,448,0.0900,48.68
000147,A3,0.835821,0.749380,1.000000,0.006307,0.471699,0.715891,536,448,0.1485,77.79
000147,A4,0.490672,0.379653,0.506623,0.006307,0.471699,0.715891,351,448,0.1549,57.60
000148,Baseline,1.000000,1.000000,1.000000,0.000000,0.696419,0.696419,572,572,0.0900,28.20
000148,A1,1.000000,1.000000,1.000000,0.000000,0.696419,0.696419,572,572,0.1477,74.37
000148,A2,0.866667,0.752456,1.000000,0.006364,0.680074,0.696419,660,572,0.0900,58.13
000148,A3,0.866667,0.752456,1.000000,0.006364,0.680074,0.696419,660,572,0.1477,96.57
000148,A4,0.590909,0.475442,0.631854,0.006364,0.680074,0.696419,478,572,0.1509,86.18
000149,Baseline,1.000000,1.000000,1.000000,0.000000,0.738241,0.738241,659,659,0.0900,26.72
000149,A1,1.000000,1.000000,1.000000,0.000000,0.738241,0.738241,659,659,0.1661,66.49
000149,A2,0.865966,0.806563,1.000000,0.007423,0.670820,0.738241,761,659,0.0900,58.20
000149,A3,0.865966,0.806563,1.000000,0.007423,0.670820,0.738241,761,659,0.1661,103.41
000149,A4,0.501971,0.459413,0.569593,0.007423,0.670820,0.738241,484,659,0.1701,80.87
000150,Baseline,1.000000,1.000000,1.000000,0.000000,0.743303,0.743303,719,719,0.0900,29.20
000150,A1,1.000000,1.000000,1.000000,0.000000,0.743303,0.743303,719,719,0.1414,77.87
000150,A2,0.869407,0.809969,1.000000,0.007894,0.715891,0.743303,827,719,0.0900,61.17
000150,A3,0.869407,0.809969,1.000000,0.007894,0.715891,0.743303,827,719,0.1414,110.50
000150,A4,0.557437,0.500000,0.617308,0.007894,0.715891,0.743303,569,719,0.1386,86.63
000151,Baseline,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,759,759,0.0900,28.44
000151,A1,1.000000,1.000000,1.000000,0.000000,0.492443,0.492443,759,759,0.1572,62.19
000151,A2,0.798947,0.756463,1.000000,0.014002,0.492443,0.492443,950,759,0.0900,57.10
000151,A3,0.798947,0.756463,1.000000,0.014002,0.492443,0.492443,950,759,0.1572,90.67
000151,A4,0.612632,0.537415,0.710432,0.014002,0.522015,0.492443,773,759,0.1385,64.27
000152,Baseline,1.000000,1.000000,1.000000,0.000000,0.380789,0.380789,792,792,0.0900,21.71
000152,A1,1.000000,1.000000,1.000000,0.000000,0.380789,0.380789,792,792,0.1757,47.52
000152,A2,0.689295,0.633225,1.000000,0.026235,0.380789,0.380789,1149,792,0.0900,45.11
000152,A3,0.689295,0.633225,1.000000,0.026235,0.380789,0.380789,1149,792,0.1757,76.40
000152,A4,0.639687,0.604099,0.954003,0.026235,0.886002,0.380789,1092,792,0.1722,51.92
000153,Baseline,1.000000,1.000000,1.000000,0.000000,0.807775,0.807775,746,746,0.0900,25.20
000153,A1,1.000000,1.000000,1.000000,0.000000,0.807775,0.807775,746,746,0.1773,54.92
000153,A2,0.801289,0.732190,1.000000,0.013549,0.776209,0.807775,931,746,0.0900,46.95
000153,A3,0.801289,0.732190,1.000000,0.013549,0.776209,0.807775,931,746,0.1773,77.55
000153,A4,0.799141,0.716359,0.978378,0.013549,0.776209,0.807775,929,746,0.1625,51.80
000154,Baseline,1.000000,1.000000,1.000000,0.000000,0.801561,0.801561,725,725,0.0900,21.23
000154,A1,1.000000,1.000000,1.000000,0.000000,0.801561,0.801561,725,725,0.1396,55.33
000154,A2,0.867225,0.776050,1.000000,0.008117,0.743303,0.801561,836,725,0.0900,54.36
000154,A3,0.867225,0.776050,1.000000,0.008117,0.743303,0.801561,836,725,0.1396,86.25
000154,A4,0.687799,0.590980,0.761523,0.008117,0.743303,0.801561,686,725,0.1658,63.67
000155,Baseline,1.000000,1.000000,1.000000,0.000000,0.700000,0.700000,694,694,0.0900,28.24
000155,A1,1.000000,1.000000,1.000000,0.000000,0.700000,0.700000,694,694,0.1604,72.16
000155,A2,0.924101,0.857398,1.000000,0.004159,0.602080,0.700000,751,694,0.0900,58.35
000155,A3,0.924101,0.857398,1.000000,0.004159,0.602080,0.700000,751,694,0.1604,97.52
000155,A4,0.581891,0.522282,0.609148,0.004159,0.602080,0.700000,494,694,0.1641,69.18
000156,Baseline,1.000000,1.000000,1.000000,0.000000,0.304138,0.304138,652,652,0.0900,19.70
000156,A1,1.000000,1.000000,1.000000,0.000000,0.304138,0.304138,652,652,0.1730,51.63
000156,A2,0.906815,0.846304,1.000000,0.004873,0.304138,0.304138,719,652,0.0900,44.51
000156,A3,0.906815,0.846304,1.000000,0.004873,0.304138,0.304138,719,652,0.1730,80.54
000156,A4,0.369958,0.303502,0.358621,0.004873,0.500000,0.304138,333,652,0.1773,65.40
000157,Baseline,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,575,575,0.0900,25.80
000157,A1,1.000000,1.000000,1.000000,0.000000,0.300000,0.300000,575,575,0.1800,60.35
000157,A2,0.877863,0.803922,1.000000,0.005787,0.300000,0.300000,655,575,0.0900,58.95
000157,A3,0.877863,0.803922,1.000000,0.005787,0.300000,0.300000,655,575,0.1800,89.89
000157,A4,0.348092,0.265795,0.330623,0.005787,0.471699,0.300000,308,575,0.1673,69.63
000158,Baseline,1.000000,1.000000,1.000000,0.000000,0.380789,0.380789,511,511,0.0900,18.04
000158,A1,1.000000,1.000000,1.000000,0.000000,0.380789,0.380789,511,511,0.1800,48.96
000158,A2,0.847430,0.788506,1.000000,0.006624,0.335410,0.380789,603,511,0.0900,41.45
000158,A3,0.847430,0.788506,1.000000,0.006624,0.335410,0.380789,603,511,0.1800,72.70
000158,A4,0.407960,0.319540,0.405248,0.006624,0.335410,0.380789,338,511,0.1800,56.74
000159,Baseline,1.000000,1.000000,1.000000,0.000000,0.350000,0.350000,506,506,0.0900,23.56
000159,A1,1.000000,1.000000,1.000000,0.000000,0.350000,0.350000,506,506,0.1744,62.36
000159,A2,0.822764,0.747619,1.000000,0.007845,0.350000,0.350000,615,506,0.0900,54.54
000159,A3,0.822764,0.747619,1.000000,0.007845,0.350000,0.350000,615,506,0.1744,93.27
000159,A4,0.323577,0.238095,0.318471,0.007845,0.412311,0.350000,308,506,0.1697,73.12
000160,Baseline,1.000000,1.000000,1.000000,0.000000,0.353553,0.353553,445,445,0.0900,16.47
000160,A1,1.000000,1.000000,1.000000,0.000000,0.353553,0.353553,445,445,0.1800,43.49
000160,A2,0.818015,0.719346,1.000000,0.007094,0.316228,0.353553,544,445,0.0900,37.35
000160,A3,0.818015,0.719346,1.000000,0.007094,0.316228,0.353553,544,445,0.1800,66.22
000160,A4,0.277574,0.168937,0.234848,0.007094,0.316228,0.353553,250,445,0.1800,49.34
000161,Baseline,1.000000,1.000000,1.000000,0.000000,0.335410,0.335410,617,617,0.0900,17.03
000161,A1,1.000000,1.000000,1.000000,0.000000,0.335410,0.335410,617,617,0.1749,45.89
000161,A2,0.871469,0.829787,1.000000,0.006602,0.335410,0.335410,708,617,0.0900,40.11
000161,A3,0.871469,0.829787,1.000000,0.006602,0.335410,0.335410,708,617,0.1749,70.89
000161,A4,0.343220,0.270793,0.326340,0.006602,0.380789,0.335410,334,617,0.1674,59.13
000162,Baseline,1.000000,1.000000,1.000000,0.000000,0.364005,0.364005,782,782,0.0900,20.40
000162,A1,1.000000,1.000000,1.000000,0.000000,0.364005,0.364005,782,782,0.1768,52.49
000162,A2,0.871795,0.841069,1.000000,0.008445,0.316228,0.364005,897,782,0.0900,52.88
000162,A3,0.871795,0.841069,1.000000,0.008445,0.316228,0.364005,897,782,0.1768,82.58
000162,A4,0.725753,0.680731,0.809365,0.008445,0.316228,0.364005,766,782,0.1714,68.96
