frame,experiment,iou,lethal_iou,detection_rate,false_positive_rate,clearance_pred_m,clearance_gt_m,occupied_cells_pred,occupied_cells_gt,inflation_radius_m,timing_ms
00145,A2,0.380359,0.282398,1.000000,0.057145,0.150000,0.250000,1283,488,0.0900,80.14
00145,A3,0.380359,0.282398,1.000000,0.057145,0.150000,0.250000,1283,488,0.1768,115.95
00145,A4,0.214341,0.196325,0.695205,0.057145,0.150000,0.250000,1070,488,0.1424,118.77
00150,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,430,430,0.0900,15.51
00150,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,430,430,0.1769,54.74
00150,A2,0.393773,0.300000,1.000000,0.047387,0.150000,0.250000,1092,430,0.0900,87.27
00150,A3,0.393773,0.300000,1.000000,0.047387,0.150000,0.250000,1092,430,0.1769,124.28
00150,A4,0.228938,0.210227,0.700758,0.047387,0.150000,0.250000,912,430,0.1432,124.50
00155,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,439,439,0.0900,17.93
00155,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,439,439,0.1770,51.14
00155,A2,0.305285,0.220367,1.000000,0.071556,0.150000,0.250000,1438,439,0.0900,97.07
00155,A3,0.305285,0.220367,1.000000,0.071556,0.150000,0.250000,1438,439,0.1770,129.99
00155,A4,0.173853,0.151920,0.689394,0.071556,0.150000,0.250000,1249,439,0.1800,126.15
00160,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,417,417,0.0900,14.02
00160,A1,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,417,417,0.1774,48.42
00160,A2,0.302612,0.217467,1.000000,0.068726,0.150000,0.250000,1378,417,0.0900,75.71
00160,A3,0.302612,0.217467,1.000000,0.068726,0.150000,0.250000,1378,417,0.1774,109.69
00160,A4,0.177794,0.151965,0.698795,0.068726,0.150000,0.250000,1206,417,0.1800,107.13
00165,Baseline,1.000000,1.000000,1.000000,0.000000,0.250000,0.250000,417,417,0.0900,13.39
